transaction_id,date,product_id,customer_id,quantity,unit_price,region,sales_rep,payment_method,total_amount,first_name,last_name,email,phone,city,state,signup_date,customer_segment,total_purchases,lifetime_value,product_name,category,subcategory,cost_price,retail_price,stock_quantity,supplier,weight_kg,is_active,profit_margin
TXN000178,2024-03-08,PRD028,CUST0130,5,206.95,South,Robert Garcia,Debit Card,1034.75,Nancy,Garcia,lisa.garcia@email.com,(354) 970-2584,Dallas,GA,2022-03-24,Standard,29,2120.24,Athletic Wear B,Sports,Athletic Wear,23.97,281.31,422.0,Supplier A,3.98,True,91.48
TXN000275,2024-03-08,PRD047,CUST0074,5,313.12,Central,Mary Johnson,Cash,1565.6,Linda,Lopez,patricia.jackson@email.com,(573) 274-7120,Dallas,PA,2023-02-21,Standard,23,1700.78,,,,,,,,,,
TXN000801,2024-03-08,PRD024,CUST0196,6,179.59,East,David Lee,Credit Card,1077.54,James,White,linda.taylor@email.com,(633) 585-6713,Philadelphia,GA,2022-07-03,Standard,12,622.98,Fitness Equipment B,Sports,Fitness Equipment,39.2,253.45,123.0,Supplier C,4.85,True,84.53
TXN000968,2024-03-08,PRD012,CUST0040,8,106.76,East,Sarah Wilson,Credit Card,854.08,Karen,Miller,christopher.garcia@email.com,(862) 502-9173,Houston,GA,2023-11-26,Standard,5,1409.46,Camera B,Electronics,Camera,47.05,382.73,23.0,Supplier A,4.27,True,87.71
TXN000455,2024-03-09,PRD025,CUST0076,4,487.65,Central,John Smith,Cash,1950.6,Richard,Jones,barbara.wilson@email.com,(800) 303-6514,Philadelphia,NY,2023-01-27,Basic,24,2137.36,Outdoor Gear A,Sports,Outdoor Gear,207.7,281.99,193.0,Supplier D,4.1,True,26.34
TXN000288,2024-03-09,PRD006,CUST0032,1,258.66,East,Robert Garcia,Debit Card,258.66,John,White,james.wilson@email.com,(325) 243-8552,Philadelphia,FL,2023-12-06,Premium,5,3414.41,Tablet B,Electronics,Tablet,334.28,486.96,183.0,Supplier D,1.55,True,31.35
TXN000831,2024-03-10,PRD023,CUST0185,8,84.49,North,Sarah Wilson,Cash,675.92,Patricia,Jackson,sarah.lopez@email.com,(966) 905-2480,Phoenix,OH,2022-05-08,Basic,4,510.82,Fitness Equipment A,Sports,Fitness Equipment,14.54,468.17,258.0,Supplier D,4.27,True,96.89
TXN000522,2024-03-10,PRD043,CUST0006,5,92.13,North,Michael Brown,Debit Card,460.65,Elizabeth,Garcia,susan.gonzalez@email.com,(525) 663-5455,San Jose,CA,2023-03-02,Premium,17,4193.81,Accessories A,Clothing,Accessories,338.8,280.69,160.0,Supplier B,1.08,True,-20.7
TXN000954,2024-03-11,PRD009,CUST0048,7,376.56,Central,Sarah Wilson,Debit Card,2635.92,David,Hernandez,jessica.williams@email.com,(552) 779-9231,Houston,GA,2022-01-29,Basic,22,8257.58,Smart Watch A,Electronics,Smart Watch,314.02,51.4,370.0,Supplier A,4.53,True,-510.93
TXN000480,2024-03-11,PRD016,CUST0021,1,300.25,Central,Jennifer Davis,Cash,300.25,Elizabeth,Martin,jessica.rodriguez@email.com,(466) 378-1509,Chicago,PA,2023-06-23,Premium,16,7774.82,Lighting B,Home & Garden,Lighting,54.09,352.64,30.0,Supplier B,0.61,False,84.66
TXN000092,2024-03-11,PRD001,CUST0006,7,469.05,North,Lisa Martinez,Debit Card,3283.35,Elizabeth,Garcia,susan.gonzalez@email.com,(525) 663-5455,San Jose,CA,2023-03-02,Premium,17,4193.81,Laptop A,Electronics,Laptop,268.17,331.98,10.0,Supplier A,3.48,False,19.22
TXN000006,2024-03-12,PRD027,CUST0160,3,97.49,South,Michael Brown,Cash,292.47,Joseph,Miller,daniel.lee@email.com,(907) 443-1807,Phoenix,FL,2023-07-14,Standard,37,5778.28,Athletic Wear A,Sports,Athletic Wear,133.26,490.63,381.0,Supplier A,0.6,False,72.84
TXN000085,2024-03-12,PRD035,CUST0041,7,151.46,South,Robert Garcia,Cash,1060.22,Michael,Anderson,mary.gonzalez@email.com,(621) 763-8848,San Diego,AZ,2022-05-14,Premium,42,2047.21,Educational A,Books,Educational,94.08,414.91,97.0,Supplier C,0.63,False,77.33
TXN000201,2024-03-12,PRD022,CUST0168,1,395.31,Central,Mary Johnson,Cash,395.31,Jessica,Garcia,jennifer.davis@email.com,(819) 861-2462,Los Angeles,NC,2022-07-14,Basic,26,6013.39,Bedding B,Home & Garden,Bedding,197.95,336.9,328.0,Supplier D,0.83,True,41.24
TXN000980,2024-03-13,PRD021,CUST0079,2,366.96,North,Mary Johnson,Debit Card,733.92,Barbara,Wilson,christopher.williams@email.com,(854) 698-6198,Phoenix,GA,2022-05-12,Standard,18,8856.34,Bedding A,Home & Garden,Bedding,212.45,348.8,316.0,Supplier A,2.22,True,39.09
TXN000733,2024-03-13,PRD023,CUST0137,4,271.15,East,Lisa Martinez,Credit Card,1084.6,Charles,Jackson,jennifer.lopez@email.com,(604) 931-1568,Phoenix,PA,2023-11-24,Premium,34,9575.63,Fitness Equipment A,Sports,Fitness Equipment,14.54,468.17,258.0,Supplier D,4.27,True,96.89
TXN000872,2024-03-14,PRD009,CUST0142,4,115.45,South,Robert Garcia,Cash,461.8,David,Moore,thomas.williams@email.com,(397) 329-1699,Philadelphia,CA,2023-02-06,Basic,18,7102.06,Smart Watch A,Electronics,Smart Watch,314.02,51.4,370.0,Supplier A,4.53,True,-510.93
TXN000915,2024-03-14,PRD035,CUST0062,7,30.42,South,John Smith,Debit Card,212.94,Michael,Martinez,robert.lee@email.com,(805) 228-6761,New York,IL,2022-09-06,Basic,18,2483.96,Educational A,Books,Educational,94.08,414.91,97.0,Supplier C,0.63,False,77.33
TXN000083,2024-03-14,PRD010,CUST0049,1,130.22,North,John Smith,PayPal,130.22,Karen,Martin,robert.jackson@email.com,(529) 597-5430,San Diego,IL,2022-07-03,Premium,34,2120.47,Smart Watch B,Electronics,Smart Watch,188.13,488.99,135.0,Supplier D,0.35,True,61.53
TXN000905,2024-03-15,PRD046,CUST0054,3,333.08,South,David Lee,PayPal,999.24,Susan,Brown,patricia.wilson@email.com,(985) 798-4813,San Jose,OH,2022-07-31,Premium,18,8848.47,Shoes B,Clothing,Shoes,272.95,448.53,273.0,Supplier C,4.4,False,39.15
TXN000827,2024-03-15,PRD023,CUST0106,2,324.0,East,Michael Brown,Debit Card,648.0,Robert,Miller,richard.taylor@email.com,(760) 295-6536,New York,CA,2022-09-20,Standard,29,5732.66,Fitness Equipment A,Sports,Fitness Equipment,14.54,468.17,258.0,Supplier D,4.27,True,96.89
TXN000430,2024-03-16,PRD029,CUST0078,9,409.26,North,John Smith,PayPal,3683.34,Richard,Gonzalez,linda.rodriguez@email.com,(361) 949-8157,Phoenix,NY,2023-04-10,Standard,13,5512.1,Sports Accessories A,Sports,Sports Accessories,357.14,287.73,335.0,Supplier D,4.76,True,-24.12
TXN000443,2024-03-16,PRD030,CUST0120,7,437.17,West,Robert Garcia,Credit Card,3060.19,Sarah,Williams,christopher.thompson@email.com,(411) 374-5781,Dallas,GA,2023-03-27,Basic,1,607.51,Sports Accessories B,Sports,Sports Accessories,331.87,411.05,432.0,Supplier D,1.73,False,19.26
TXN000320,2024-03-16,PRD020,CUST0062,2,73.74,South,Michael Brown,Debit Card,147.48,Michael,Martinez,robert.lee@email.com,(805) 228-6761,New York,IL,2022-09-06,Basic,18,2483.96,Kitchen Appliances B,Home & Garden,Kitchen Appliances,14.82,436.14,268.0,Supplier B,4.89,True,96.6
TXN000317,2024-03-17,PRD004,CUST0158,8,487.01,North,Lisa Martinez,Debit Card,3896.08,Barbara,Brown,robert.garcia@email.com,(612) 347-7581,Chicago,IL,2022-05-09,Premium,29,7720.49,Smartphone B,Electronics,Smartphone,252.89,354.85,214.0,Supplier A,2.61,True,28.73
TXN000842,2024-03-17,PRD033,CUST0025,5,69.48,North,John Smith,Debit Card,347.40000000000003,John,Wilson,charles.thomas@email.com,(263) 999-4641,Houston,NC,2023-11-04,Basic,39,1545.61,Non-Fiction A,Books,Non-Fiction,283.82,37.2,84.0,Supplier D,0.79,False,-662.96
TXN000689,2024-03-17,PRD040,CUST0024,8,315.69,Central,Michael Brown,Credit Card,2525.52,Robert,Jackson,charles.jones@email.com,(343) 324-1195,Houston,GA,2023-04-30,Standard,21,2000.96,Men's Wear B,Clothing,Men's Wear,294.89,77.27,198.0,Supplier C,2.57,False,-281.64
TXN000731,2024-03-17,PRD048,CUST0098,5,441.24,Central,Sarah Wilson,PayPal,2206.2,Nancy,Hernandez,charles.wilson@email.com,(587) 559-9946,Dallas,IL,2022-11-04,Standard,40,9200.16,,,,,,,,,,
TXN000860,2024-03-18,PRD037,CUST0058,9,212.92,East,Mary Johnson,Debit Card,1916.28,Elizabeth,Martin,john.brown@email.com,(982) 424-7363,Chicago,TX,2022-06-09,Standard,1,6931.46,Children's Books A,Books,Children's Books,188.38,300.82,258.0,Supplier B,4.82,True,37.38
TXN000481,2024-03-18,PRD046,CUST0135,6,457.06,East,Michael Brown,Debit Card,2742.36,Karen,Taylor,barbara.taylor@email.com,(903) 686-4860,New York,IL,2022-12-05,Basic,41,9675.98,Shoes B,Clothing,Shoes,272.95,448.53,273.0,Supplier C,4.4,False,39.15
TXN000688,2024-03-18,PRD041,CUST0095,1,56.81,East,David Lee,Debit Card,56.81,Daniel,Martinez,thomas.smith@email.com,(937) 201-1788,San Antonio,CA,2022-12-07,Standard,18,4703.86,Women's Wear A,Clothing,Women's Wear,173.28,310.36,354.0,Supplier B,1.44,True,44.17
TXN000549,2024-03-19,PRD014,CUST0108,5,323.17,North,Robert Garcia,Credit Card,1615.85,Susan,Moore,daniel.taylor@email.com,(921) 231-8066,Houston,GA,2023-02-12,Basic,26,8136.89,Furniture B,Home & Garden,Furniture,155.32,181.22,58.0,Supplier D,2.06,False,14.29
TXN000587,2024-03-19,PRD016,CUST0049,1,488.82,Central,Jennifer Davis,Cash,488.82,Karen,Martin,robert.jackson@email.com,(529) 597-5430,San Diego,IL,2022-07-03,Premium,34,2120.47,Lighting B,Home & Garden,Lighting,54.09,352.64,30.0,Supplier B,0.61,False,84.66
TXN000098,2024-03-19,PRD012,CUST0056,6,35.2,West,Robert Garcia,Debit Card,211.2,Karen,Lopez,jessica.williams@email.com,(872) 446-5366,Philadelphia,FL,2023-07-11,Basic,1,6870.31,Camera B,Electronics,Camera,47.05,382.73,23.0,Supplier A,4.27,True,87.71
TXN000484,2024-03-19,PRD034,CUST0181,9,319.46,Central,David Lee,Debit Card,2875.14,Thomas,Hernandez,lisa.moore@email.com,(897) 231-4963,San Diego,FL,2023-05-17,Standard,15,5399.94,Non-Fiction B,Books,Non-Fiction,51.71,311.26,96.0,Supplier A,4.66,False,83.39
TXN000817,2024-03-19,PRD043,CUST0164,9,22.65,East,David Lee,Credit Card,203.85,Thomas,White,william.williams@email.com,(703) 912-2609,San Antonio,GA,2023-03-10,Standard,21,8984.23,Accessories A,Clothing,Accessories,338.8,280.69,160.0,Supplier B,1.08,True,-20.7
TXN000125,2024-03-19,PRD042,CUST0144,4,405.21,Central,Sarah Wilson,Credit Card,1620.84,Patricia,Anderson,charles.lee@email.com,(406) 842-3422,Houston,NY,2023-06-20,Standard,38,4522.59,Women's Wear B,Clothing,Women's Wear,388.49,234.63,68.0,Supplier B,2.12,True,-65.58
TXN000874,2024-03-20,PRD024,CUST0015,4,128.19,East,Michael Brown,Wire Transfer,512.76,Jennifer,Garcia,lisa.anderson@email.com,(361) 902-5984,Los Angeles,TX,2023-03-24,Premium,35,9483.02,Fitness Equipment B,Sports,Fitness Equipment,39.2,253.45,123.0,Supplier C,4.85,True,84.53
TXN000027,2024-03-20,PRD048,CUST0128,4,410.55,West,Mary Johnson,Credit Card,1642.2,Patricia,Moore,mary.martinez@email.com,(650) 676-5315,San Jose,FL,2022-04-12,Standard,35,7518.76,,,,,,,,,,
TXN000292,2024-03-20,PRD028,CUST0098,6,490.78,Central,Lisa Martinez,Credit Card,2944.68,Nancy,Hernandez,charles.wilson@email.com,(587) 559-9946,Dallas,IL,2022-11-04,Standard,40,9200.16,Athletic Wear B,Sports,Athletic Wear,23.97,281.31,422.0,Supplier A,3.98,True,91.48
TXN000333,2024-03-20,PRD012,CUST0121,1,90.18,East,Robert Garcia,PayPal,90.18,Mary,Jackson,christopher.williams@email.com,(283) 684-2892,San Jose,FL,2023-06-01,Standard,49,4078.58,Camera B,Electronics,Camera,47.05,382.73,23.0,Supplier A,4.27,True,87.71
TXN000230,2024-03-20,PRD037,CUST0106,4,85.41,West,Michael Brown,Debit Card,341.64,Robert,Miller,richard.taylor@email.com,(760) 295-6536,New York,CA,2022-09-20,Standard,29,5732.66,Children's Books A,Books,Children's Books,188.38,300.82,258.0,Supplier B,4.82,True,37.38
TXN000709,2024-03-21,PRD037,CUST0054,5,219.82,North,Jennifer Davis,Cash,1099.1,Susan,Brown,patricia.wilson@email.com,(985) 798-4813,San Jose,OH,2022-07-31,Premium,18,8848.47,Children's Books A,Books,Children's Books,188.38,300.82,258.0,Supplier B,4.82,True,37.38
TXN000241,2024-03-21,PRD039,CUST0181,6,445.49,Central,Sarah Wilson,Cash,2672.94,Thomas,Hernandez,lisa.moore@email.com,(897) 231-4963,San Diego,FL,2023-05-17,Standard,15,5399.94,Men's Wear A,Clothing,Men's Wear,370.5,393.82,466.0,Supplier B,3.49,True,5.92
TXN000713,2024-03-21,PRD043,CUST0055,7,72.91,Central,Jennifer Davis,Wire Transfer,510.37,Christopher,Lopez,daniel.jones@email.com,(363) 302-5060,San Jose,OH,2023-02-28,Premium,7,3495.0,Accessories A,Clothing,Accessories,338.8,280.69,160.0,Supplier B,1.08,True,-20.7
TXN000114,2024-03-21,PRD007,CUST0035,5,299.21,Central,Sarah Wilson,Debit Card,1496.05,Linda,Brown,elizabeth.garcia@email.com,(230) 591-7990,Houston,GA,2023-03-05,Standard,16,3623.98,Headphones A,Electronics,Headphones,223.77,456.52,352.0,Supplier D,1.72,True,50.98
TXN000281,2024-03-21,PRD004,CUST0082,1,414.65,West,Jennifer Davis,Cash,414.65,Michael,Jackson,lisa.martin@email.com,(587) 514-5825,Dallas,NY,2023-09-03,Standard,37,2035.03,Smartphone B,Electronics,Smartphone,252.89,354.85,214.0,Supplier A,2.61,True,28.73
TXN000924,2024-03-21,PRD024,CUST0036,5,155.3,West,Jennifer Davis,Credit Card,776.5,Lisa,Moore,william.williams@email.com,(376) 562-4517,Phoenix,PA,2023-04-11,Standard,41,1570.22,Fitness Equipment B,Sports,Fitness Equipment,39.2,253.45,123.0,Supplier C,4.85,True,84.53
TXN000808,2024-03-22,PRD028,CUST0182,8,248.66,North,John Smith,Credit Card,1989.28,Jessica,White,linda.jones@email.com,(581) 700-8308,San Diego,CA,2023-08-20,Standard,34,6389.7,Athletic Wear B,Sports,Athletic Wear,23.97,281.31,422.0,Supplier A,3.98,True,91.48
TXN000023,2024-03-22,PRD045,CUST0107,9,98.9,North,Michael Brown,Credit Card,890.1,Daniel,Gonzalez,elizabeth.lee@email.com,(808) 828-8909,Chicago,IL,2023-08-08,Basic,21,7645.53,Shoes A,Clothing,Shoes,287.04,383.98,287.0,Supplier D,2.96,False,25.25
TXN000099,2024-03-22,PRD017,CUST0150,3,253.22,East,Sarah Wilson,Cash,759.66,Lisa,Davis,jennifer.rodriguez@email.com,(917) 838-9561,San Diego,IL,2023-05-15,Standard,22,2499.3,Decor A,Home & Garden,Decor,322.88,344.02,92.0,Supplier D,3.92,True,6.14
TXN000344,2024-03-22,PRD026,CUST0123,4,472.37,Central,Sarah Wilson,Cash,1889.48,Daniel,Davis,susan.davis@email.com,(700) 876-5341,Philadelphia,CA,2022-05-21,Basic,24,4558.47,Outdoor Gear B,Sports,Outdoor Gear,189.05,403.61,229.0,Supplier A,4.3,False,53.16
TXN000462,2024-03-22,PRD037,CUST0040,5,236.69,Central,Michael Brown,Credit Card,1183.45,Karen,Miller,christopher.garcia@email.com,(862) 502-9173,Houston,GA,2023-11-26,Standard,5,1409.46,Children's Books A,Books,Children's Books,188.38,300.82,258.0,Supplier B,4.82,True,37.38
TXN000127,2024-03-23,PRD004,CUST0093,9,349.22,Central,Sarah Wilson,Debit Card,3142.9800000000005,Joseph,Garcia,jessica.lee@email.com,(414) 455-2110,Philadelphia,AZ,2023-09-01,Standard,3,591.1,Smartphone B,Electronics,Smartphone,252.89,354.85,214.0,Supplier A,2.61,True,28.73
TXN000774,2024-03-23,PRD026,CUST0176,4,186.47,South,Jennifer Davis,Debit Card,745.88,Barbara,Moore,elizabeth.jackson@email.com,(397) 405-1944,San Jose,FL,2023-06-23,Premium,23,8490.72,Outdoor Gear B,Sports,Outdoor Gear,189.05,403.61,229.0,Supplier A,4.3,False,53.16
TXN000311,2024-03-23,PRD043,CUST0070,8,43.0,East,Mary Johnson,Wire Transfer,344.0,Daniel,Davis,susan.martin@email.com,(333) 548-3907,San Diego,FL,2023-10-02,Standard,36,4890.22,Accessories A,Clothing,Accessories,338.8,280.69,160.0,Supplier B,1.08,True,-20.7
TXN000335,2024-03-24,PRD025,CUST0175,5,349.9,West,Mary Johnson,Credit Card,1749.5,Robert,Lopez,barbara.miller@email.com,(782) 229-3846,San Jose,CA,2022-12-30,Basic,17,7790.3,Outdoor Gear A,Sports,Outdoor Gear,207.7,281.99,193.0,Supplier D,4.1,True,26.34
TXN000056,2024-03-24,PRD030,CUST0103,6,143.43,North,Jennifer Davis,Cash,860.58,Linda,Smith,john.smith@email.com,(526) 467-2715,New York,NY,2023-01-16,Premium,46,4941.58,Sports Accessories B,Sports,Sports Accessories,331.87,411.05,432.0,Supplier D,1.73,False,19.26
TXN000064,2024-03-24,PRD004,CUST0062,5,416.57,South,Lisa Martinez,Credit Card,2082.85,Michael,Martinez,robert.lee@email.com,(805) 228-6761,New York,IL,2022-09-06,Basic,18,2483.96,Smartphone B,Electronics,Smartphone,252.89,354.85,214.0,Supplier A,2.61,True,28.73
TXN000560,2024-03-24,PRD033,CUST0168,2,339.98,South,Sarah Wilson,Credit Card,679.96,Jessica,Garcia,jennifer.davis@email.com,(819) 861-2462,Los Angeles,NC,2022-07-14,Basic,26,6013.39,Non-Fiction A,Books,Non-Fiction,283.82,37.2,84.0,Supplier D,0.79,False,-662.96
TXN000514,2024-03-25,PRD006,CUST0117,9,264.69,East,David Lee,Debit Card,2382.21,Thomas,Anderson,robert.moore@email.com,(203) 637-2435,San Jose,CA,2023-11-03,Standard,27,8070.46,Tablet B,Electronics,Tablet,334.28,486.96,183.0,Supplier D,1.55,True,31.35
TXN000736,2024-03-25,PRD016,CUST0079,6,338.05,North,Mary Johnson,Cash,2028.3,Barbara,Wilson,christopher.williams@email.com,(854) 698-6198,Phoenix,GA,2022-05-12,Standard,18,8856.34,Lighting B,Home & Garden,Lighting,54.09,352.64,30.0,Supplier B,0.61,False,84.66
TXN000972,2024-03-25,PRD033,CUST0040,3,409.81,North,Sarah Wilson,Credit Card,1229.43,Karen,Miller,christopher.garcia@email.com,(862) 502-9173,Houston,GA,2023-11-26,Standard,5,1409.46,Non-Fiction A,Books,Non-Fiction,283.82,37.2,84.0,Supplier D,0.79,False,-662.96
TXN000221,2024-03-25,PRD031,CUST0147,4,38.34,Central,Lisa Martinez,PayPal,153.36,William,Wilson,barbara.johnson@email.com,(597) 769-7510,Los Angeles,NY,2023-12-28,Basic,25,109.34,Fiction A,Books,Fiction,289.5,191.2,231.0,Supplier A,0.58,True,-51.41
TXN000145,2024-03-25,PRD041,CUST0087,8,472.69,North,John Smith,PayPal,3781.52,Sarah,Lee,thomas.miller@email.com,(826) 426-2705,Houston,GA,2022-05-17,Standard,15,7622.25,Women's Wear A,Clothing,Women's Wear,173.28,310.36,354.0,Supplier B,1.44,True,44.17
TXN000895,2024-03-26,PRD040,CUST0020,8,395.58,South,Robert Garcia,Debit Card,3164.64,William,Smith,susan.miller@email.com,(250) 893-5896,New York,OH,2023-03-02,Basic,17,3878.0,Men's Wear B,Clothing,Men's Wear,294.89,77.27,198.0,Supplier C,2.57,False,-281.64
TXN000558,2024-03-26,PRD019,CUST0139,3,355.29,North,John Smith,Credit Card,1065.87,Nancy,Rodriguez,lisa.brown@email.com,(785) 893-3415,Houston,OH,2023-06-11,Standard,31,4803.49,Kitchen Appliances A,Home & Garden,Kitchen Appliances,54.05,214.47,23.0,Supplier A,1.38,True,74.8
TXN000214,2024-03-26,PRD023,CUST0159,5,261.22,North,Michael Brown,Credit Card,1306.1,Richard,Davis,mary.moore@email.com,(239) 605-6431,Houston,OH,2023-02-22,Basic,6,9756.56,Fitness Equipment A,Sports,Fitness Equipment,14.54,468.17,258.0,Supplier D,4.27,True,96.89
TXN000420,2024-03-27,PRD029,CUST0083,4,356.17,East,Michael Brown,Cash,1424.68,Charles,Gonzalez,elizabeth.white@email.com,(330) 381-1029,Dallas,NC,2022-09-07,Basic,43,1745.67,Sports Accessories A,Sports,Sports Accessories,357.14,287.73,335.0,Supplier D,4.76,True,-24.12
TXN000909,2024-03-28,PRD021,CUST0183,7,42.66,West,David Lee,Credit Card,298.62,Barbara,Martinez,james.wilson@email.com,(381) 685-6730,Philadelphia,OH,2023-05-30,Standard,46,2045.22,Bedding A,Home & Garden,Bedding,212.45,348.8,316.0,Supplier A,2.22,True,39.09
TXN000062,2024-03-28,PRD039,CUST0028,9,281.55,East,Robert Garcia,Credit Card,2533.9500000000003,William,White,patricia.lee@email.com,(796) 800-5240,Houston,AZ,2022-02-24,Standard,6,8885.94,Men's Wear A,Clothing,Men's Wear,370.5,393.82,466.0,Supplier B,3.49,True,5.92
TXN000711,2024-03-29,PRD012,CUST0078,9,349.29,West,David Lee,Credit Card,3143.61,Richard,Gonzalez,linda.rodriguez@email.com,(361) 949-8157,Phoenix,NY,2023-04-10,Standard,13,5512.1,Camera B,Electronics,Camera,47.05,382.73,23.0,Supplier A,4.27,True,87.71
TXN000405,2024-03-30,PRD039,CUST0050,3,169.97,West,Robert Garcia,Cash,509.91,Richard,Gonzalez,linda.taylor@email.com,(384) 226-6224,Chicago,PA,2022-03-19,Standard,29,4743.5,Men's Wear A,Clothing,Men's Wear,370.5,393.82,466.0,Supplier B,3.49,True,5.92
TXN000966,2024-03-30,PRD041,CUST0022,7,127.94,West,David Lee,Credit Card,895.5799999999999,William,Miller,david.martinez@email.com,(614) 663-5093,Chicago,CA,2023-08-01,Premium,2,3491.65,Women's Wear A,Clothing,Women's Wear,173.28,310.36,354.0,Supplier B,1.44,True,44.17
TXN000759,2024-03-30,PRD012,CUST0150,4,496.32,West,John Smith,Credit Card,1985.28,Lisa,Davis,jennifer.rodriguez@email.com,(917) 838-9561,San Diego,IL,2023-05-15,Standard,22,2499.3,Camera B,Electronics,Camera,47.05,382.73,23.0,Supplier A,4.27,True,87.71
TXN000910,2024-03-30,PRD043,CUST0102,1,264.02,North,Michael Brown,Credit Card,264.02,Elizabeth,Lopez,james.jackson@email.com,(234) 501-1328,Chicago,TX,2023-06-10,Standard,4,4504.04,Accessories A,Clothing,Accessories,338.8,280.69,160.0,Supplier B,1.08,True,-20.7
TXN000448,2024-03-31,PRD019,CUST0129,1,396.95,Central,Lisa Martinez,Credit Card,396.95,Linda,Martinez,nancy.thompson@email.com,(431) 475-2009,San Jose,AZ,2022-10-14,Standard,30,5502.39,Kitchen Appliances A,Home & Garden,Kitchen Appliances,54.05,214.47,23.0,Supplier A,1.38,True,74.8
TXN000336,2024-03-31,PRD035,CUST0198,5,118.18,West,David Lee,Credit Card,590.9000000000001,Christopher,Davis,barbara.anderson@email.com,(677) 509-9530,San Antonio,NY,2023-11-13,Basic,22,1300.9,Educational A,Books,Educational,94.08,414.91,97.0,Supplier C,0.63,False,77.33
TXN000589,2024-03-31,PRD040,CUST0196,5,436.67,South,Sarah Wilson,PayPal,2183.35,James,White,linda.taylor@email.com,(633) 585-6713,Philadelphia,GA,2022-07-03,Standard,12,622.98,Men's Wear B,Clothing,Men's Wear,294.89,77.27,198.0,Supplier C,2.57,False,-281.64
TXN000339,2024-04-01,PRD033,CUST0141,6,330.71,South,John Smith,Debit Card,1984.26,Richard,Lopez,susan.rodriguez@email.com,(377) 371-4471,Houston,IL,2023-12-18,Basic,48,5297.99,Non-Fiction A,Books,Non-Fiction,283.82,37.2,84.0,Supplier D,0.79,False,-662.96
TXN000370,2024-04-01,PRD028,CUST0075,5,312.16,West,Michael Brown,Credit Card,1560.8000000000002,David,White,lisa.gonzalez@email.com,(921) 878-7481,San Jose,OH,2022-10-28,Standard,42,9661.74,Athletic Wear B,Sports,Athletic Wear,23.97,281.31,422.0,Supplier A,3.98,True,91.48
TXN000119,2024-04-01,PRD003,CUST0104,3,475.62,Central,Michael Brown,Debit Card,1426.86,William,Thomas,william.miller@email.com,(275) 550-3787,Houston,TX,2022-11-08,Basic,49,3581.33,Smartphone A,Electronics,Smartphone,281.12,320.7,154.0,Supplier D,3.34,True,12.34
TXN000661,2024-04-01,PRD045,CUST0077,8,357.43,East,Mary Johnson,Cash,2859.44,William,Taylor,david.jones@email.com,(509) 530-3235,Chicago,AZ,2022-12-17,Basic,49,7441.5,Shoes A,Clothing,Shoes,287.04,383.98,287.0,Supplier D,2.96,False,25.25
TXN000908,2024-04-02,PRD044,CUST0193,6,310.83,North,Lisa Martinez,Credit Card,1864.98,Mary,Rodriguez,mary.jones@email.com,(815) 208-4666,Philadelphia,AZ,2022-12-13,Standard,10,9308.64,Accessories B,Clothing,Accessories,277.78,461.78,67.0,Supplier B,2.57,True,39.85
TXN000764,2024-04-02,PRD030,CUST0040,8,315.56,East,Mary Johnson,Credit Card,2524.48,Karen,Miller,christopher.garcia@email.com,(862) 502-9173,Houston,GA,2023-11-26,Standard,5,1409.46,Sports Accessories B,Sports,Sports Accessories,331.87,411.05,432.0,Supplier D,1.73,False,19.26
TXN000203,2024-04-03,PRD008,CUST0149,9,214.61,South,Jennifer Davis,Debit Card,1931.49,Thomas,Lee,jennifer.lopez@email.com,(732) 669-1202,Chicago,GA,2023-04-22,Standard,46,9775.11,Headphones B,Electronics,Headphones,14.97,58.17,56.0,Supplier D,0.83,True,74.27
TXN000524,2024-04-03,PRD009,CUST0066,5,370.84,West,Michael Brown,Credit Card,1854.2,Richard,Thompson,karen.lee@email.com,(702) 238-2478,San Diego,NC,2023-06-28,Premium,33,3049.97,Smart Watch A,Electronics,Smart Watch,314.02,51.4,370.0,Supplier A,4.53,True,-510.93
TXN000608,2024-04-03,PRD025,CUST0063,8,350.78,North,Lisa Martinez,Credit Card,2806.24,Jessica,Martin,nancy.jones@email.com,(781) 777-3328,San Jose,OH,2023-08-23,Basic,27,3929.39,Outdoor Gear A,Sports,Outdoor Gear,207.7,281.99,193.0,Supplier D,4.1,True,26.34
TXN000649,2024-04-04,PRD015,CUST0127,5,403.48,West,David Lee,PayPal,2017.4,John,Davis,karen.martin@email.com,(656) 245-5313,Dallas,IL,2023-08-22,Basic,22,1945.56,Lighting A,Home & Garden,Lighting,116.01,202.07,435.0,Supplier D,4.02,True,42.59
TXN000678,2024-04-04,PRD028,CUST0136,9,211.4,East,Mary Johnson,Debit Card,1902.6,Mary,Brown,thomas.rodriguez@email.com,(687) 506-2293,New York,FL,2023-12-28,Basic,42,7179.74,Athletic Wear B,Sports,Athletic Wear,23.97,281.31,422.0,Supplier A,3.98,True,91.48
TXN000245,2024-04-05,PRD002,CUST0144,1,331.07,Central,David Lee,PayPal,331.07,Patricia,Anderson,charles.lee@email.com,(406) 842-3422,Houston,NY,2023-06-20,Standard,38,4522.59,Laptop B,Electronics,Laptop,183.28,74.94,129.0,Supplier D,3.54,True,-144.57
